ballX,ballY,vx,vy,paddleY,deltaY,action
120,132,6,-6,85,-32,1
114,138,6,-6,90,-33,1
108,144,6,-6,95,-34,1
102,150,6,-6,100,-35,1
96,156,6,-6,105,-36,1
90,162,6,-6,110,-37,1
84,168,6,-6,115,-38,1
78,174,6,-6,120,-39,1
72,180,6,-6,125,-40,1
66,186,6,-6,130,-41,1
60,192,-6,-6,135,-42,1
54,186,-6,-6,140,-31,1
48,180,-6,-6,145,-20,1
42,174,-6,-6,150,-9,1
18,150,-6,-6,155,20,0
12,144,-6,-6,150,21,0
131.304199,54.840332,-5.144958,-3.086975,80,40.159668,1
128.217224,49.695374,-5.144958,-3.086975,85,50.304626,1
125.130249,44.550415,-5.144958,-3.086975,90,60.449585,1
122.043274,39.405457,-5.144958,-3.086975,95,70.594543,1
115.869324,29.11554,-5.144958,-3.086975,100,85.88446,0
112.782349,23.970581,-5.144958,-3.086975,95,86.029419,0
109.695374,18.825623,-5.144958,-3.086975,90,86.174377,0
106.608398,13.680664,-5.144958,-3.086975,85,86.319336,0
103.521423,8.535706,-5.144958,-3.086975,80,86.464294,0
100.434448,3.390748,-5.144958,-3.086975,75,86.609253,0
75.738647,36.014706,5.144958,-3.086975,70,48.985294,2
63.390747,56.59454,5.144958,-3.086975,70,28.40546,1
60.303772,61.739498,5.144958,-3.086975,75,28.260502,1
57.216797,66.884453,5.144958,-3.086975,80,28.115547,1
54.129822,72.029411,5.144958,-3.086975,85,27.970589,1
47.955872,82.319328,5.144958,-3.086975,90,22.680672,2
35.607971,102.899162,5.144958,-3.086975,90,2.100838,1
32.520996,108.044121,5.144958,-3.086975,95,1.955879,1
29.434021,113.189079,5.144958,-3.086975,100,1.810921,1
26.347046,118.334038,5.144958,-3.086975,105,1.665962,1
23.260071,123.478996,5.144958,-3.086975,110,1.521004,1
20.173096,128.623947,5.144958,-3.086975,115,1.376053,1
17.086121,133.768906,5.144958,-3.086975,120,1.231094,1
13.999146,138.913864,5.144958,-3.086975,125,1.086136,1
10.91217,144.058823,5.144958,-3.086975,130,0.941177,1
296.016357,31.990778,0.442924,-5.983629,115,98.009224,2
278.06543,33.31955,0.442924,-5.983629,115,96.68045,2
260.114502,34.648323,0.442924,-5.983629,115,95.351677,2
242.16362,35.977097,0.442924,-5.983629,115,94.022903,0
236.179993,36.420021,0.442924,-5.983629,110,88.579979,0
230.196365,36.862946,0.442924,-5.983629,105,83.137054,0
224.212738,37.30587,0.442924,-5.983629,100,77.69413,0
218.229111,37.748795,0.442924,-5.983629,95,72.251205,0
212.245483,38.191719,0.442924,-5.983629,90,66.808281,0
206.261856,38.634644,0.442924,-5.983629,85,61.365356,0
200.278229,39.077568,0.442924,-5.983629,80,55.922432,0
194.294601,39.520493,0.442924,-5.983629,75,50.479507,0
188.310974,39.963417,0.442924,-5.983629,70,45.036583,0
182.327347,40.406342,0.442924,-5.983629,65,39.593658,0
176.343719,40.849266,0.442924,-5.983629,60,34.150734,0
170.360092,41.292191,0.442924,-5.983629,55,28.707809,0
164.376465,41.735115,0.442924,-5.983629,50,23.264885,0
158.392838,42.17804,0.442924,-5.983629,45,17.82196,0
152.40921,42.620964,0.442924,-5.983629,40,12.379036,0
146.425583,43.063889,0.442924,-5.983629,35,6.936111,0
140.441956,43.506813,0.442924,-5.983629,30,1.493187,2
98.556564,46.607285,0.442924,-5.983629,30,-1.607285,1
92.572937,47.050209,0.442924,-5.983629,35,2.949791,1
86.58931,47.493134,0.442924,-5.983629,40,7.506866,1
80.605682,47.936058,0.442924,-5.983629,45,12.063942,1
74.622055,48.378983,0.442924,-5.983629,50,16.621017,1
44.703918,50.593605,0.442924,-5.983629,55,19.406395,0
38.720291,51.03653,0.442924,-5.983629,50,13.96347,0
32.736664,51.479454,0.442924,-5.983629,45,8.520546,0
26.753035,51.922379,0.442924,-5.983629,40,3.077621,0
236.618347,102.978668,0.819413,-5.943783,80,-7.978668,2
212.843201,106.256317,0.819413,-5.943783,80,-11.256317,1
206.899414,107.075729,0.819413,-5.943783,85,-7.075729,1
200.955627,107.895142,0.819413,-5.943783,90,-2.895142,1
195.011841,108.714554,0.819413,-5.943783,95,1.285446,1
189.068054,109.533966,0.819413,-5.943783,100,5.466034,1
183.124268,110.353378,0.819413,-5.943783,105,9.646622,1
177.180481,111.172791,0.819413,-5.943783,110,13.827209,1
171.236694,111.992203,0.819413,-5.943783,115,18.007797,1
165.292908,112.811615,0.819413,-5.943783,120,22.188385,1
159.349121,113.631027,0.819413,-5.943783,125,26.368973,1
70.192322,125.922211,0.819413,-5.943783,130,19.077789,2
52.36097,128.380447,0.819413,-5.943783,130,16.619553,2
28.585838,131.658096,0.819413,-5.943783,130,13.341904,2
10.75449,134.116333,0.819413,-5.943783,130,10.883667,0
284.605072,104.005074,1.54255,-5.798322,155,65.994926,2
249.815186,113.260368,1.54255,-5.798322,155,56.739632,0
244.016861,114.802917,1.54255,-5.798322,150,50.197083,0
238.218536,116.345467,1.54255,-5.798322,145,43.654533,0
232.420212,117.888016,1.54255,-5.798322,140,37.111984,0
186.033615,130.228424,1.54255,-5.798322,135,19.771576,2
122.252045,147.196548,1.54255,-5.798322,135,2.803452,2
116.45372,148.739105,1.54255,-5.798322,135,1.260895,2
87.462097,156.451889,1.54255,-5.798322,135,-6.451889,1
81.663773,157.994446,1.54255,-5.798322,140,-2.994446,1
75.865448,159.537003,1.54255,-5.798322,145,0.462997,1
70.067123,161.079559,1.54255,-5.798322,150,3.920441,1
64.268799,162.622116,1.54255,-5.798322,155,7.377884,1
247.732697,86.246658,4.309796,-4.174406,115,43.753342,2
197.639801,137.964249,4.309796,-4.174406,115,-7.964249,2
135.023682,183.380402,-4.309796,-4.174406,115,-53.380402,2
76.58197,123.043213,-4.309796,-4.174406,115,6.956787,2
72.407562,118.733414,-4.309796,-4.174406,115,11.266586,0
68.233154,114.423615,-4.309796,-4.174406,110,10.576385,0
64.058746,110.113815,-4.309796,-4.174406,105,9.886185,0
59.884342,105.804016,-4.309796,-4.174406,100,9.195984,0
55.709938,101.494217,-4.309796,-4.174406,95,8.505783,0
51.535534,97.184418,-4.309796,-4.174406,90,7.815582,0
47.36113,92.874619,-4.309796,-4.174406,85,7.125381,0
43.186726,88.564819,-4.309796,-4.174406,80,6.435181,0
39.012321,84.25502,-4.309796,-4.174406,75,5.74498,0
34.837917,79.945221,-4.309796,-4.174406,70,5.054779,0
30.663511,75.635422,-4.309796,-4.174406,65,4.364578,0
26.489105,71.325623,-4.309796,-4.174406,60,3.674377,0
22.314699,67.015823,-4.309796,-4.174406,55,2.984177,0
18.140293,62.706028,-4.309796,-4.174406,50,2.293972,0
13.965887,58.396233,-4.309796,-4.174406,45,1.603767,0
206.551392,164.496597,-2.115642,-5.614629,90,-59.496597,2
99.873489,124.299332,-2.115642,-5.614629,90,-19.299332,2
94.258858,122.183693,-2.115642,-5.614629,90,-17.183693,0
88.644226,120.068054,-2.115642,-5.614629,85,-20.068054,0
83.029594,117.952415,-2.115642,-5.614629,80,-22.952415,0
15.654043,92.564751,-2.115642,-5.614629,75,-2.564751,0
10.039413,90.449112,-2.115642,-5.614629,70,-5.449112,0
139.082428,120.774895,4.954977,-3.383519,90,-15.774895,2
105.247231,170.324615,4.954977,-3.383519,90,-65.324615,1
101.863708,175.279587,4.954977,-3.383519,95,-65.279587,1
91.713142,190.144501,4.954977,-3.383519,100,-75.144501,2
84.946098,187.045029,-4.954977,-3.383519,100,-72.045029,2
51.110893,137.495316,-4.954977,-3.383519,100,-22.495316,2
17.275711,87.945534,-4.954977,-3.383519,100,27.054466,0
13.892192,82.990555,-4.954977,-3.383519,95,27.009445,0
10.508673,78.035576,-4.954977,-3.383519,90,26.964424,0
7.125154,73.080597,-4.954977,-3.383519,85,26.919403,0
3.741634,68.125618,-4.954977,-3.383519,80,26.874382,0
0.358115,63.170639,-4.954977,-3.383519,75,26.829361,0
237.251984,166.741745,-5.051655,-3.237404,40,-111.741745,2
227.539749,151.586792,-5.051655,-3.237404,40,-96.586792,2
221.064926,141.48349,-5.051655,-3.237404,40,-86.48349,2
185.4534,85.915329,-5.051655,-3.237404,40,-30.915329,2
166.028931,55.605415,-5.051655,-3.237404,40,-0.605415,2
159.554108,45.502106,-5.051655,-3.237404,40,9.497894,2
120.705193,10.10331,5.051655,-3.237404,40,44.89669,2
114.230385,20.206619,5.051655,-3.237404,40,34.793381,2
98.043365,45.464893,5.051655,-3.237404,40,9.535107,2
85.09375,65.671509,5.051655,-3.237404,40,-10.671509,1
81.856346,70.72316,5.051655,-3.237404,45,-10.72316,1
78.618942,75.774811,5.051655,-3.237404,50,-10.774811,1
75.381538,80.826462,5.051655,-3.237404,55,-10.826462,1
72.144135,85.878113,5.051655,-3.237404,60,-10.878113,1
68.906731,90.929764,5.051655,-3.237404,65,-10.929764,1
65.669327,95.981415,5.051655,-3.237404,70,-10.981415,1
62.431923,101.033066,5.051655,-3.237404,75,-11.033066,1
59.194519,106.084717,5.051655,-3.237404,80,-11.084717,1
55.957115,111.136368,5.051655,-3.237404,85,-11.136368,1
52.719711,116.188019,5.051655,-3.237404,90,-11.188019,1
49.482307,121.23967,5.051655,-3.237404,95,-11.23967,1
46.244904,126.291321,5.051655,-3.237404,100,-11.291321,1
43.0075,131.342972,5.051655,-3.237404,105,-11.342972,1
39.770096,136.394623,5.051655,-3.237404,110,-11.394623,1
36.532692,141.446274,5.051655,-3.237404,115,-11.446274,1
33.295288,146.497925,5.051655,-3.237404,120,-11.497925,1
30.057884,151.549576,5.051655,-3.237404,125,-11.549576,1
26.82048,156.601227,5.051655,-3.237404,130,-11.601227,1
23.583076,161.652878,5.051655,-3.237404,135,-11.652878,1
20.345673,166.704529,5.051655,-3.237404,140,-11.704529,1
17.108269,171.75618,5.051655,-3.237404,145,-11.75618,1
13.870865,176.807831,5.051655,-3.237404,150,-11.807831,1
10.633461,181.859482,5.051655,-3.237404,155,-11.859482,1
56,96,-5.708314,-3,80,-1,2
144,73.166748,-5.708314,-3,80,21.833252,0
141,67.458435,-5.708314,-3,75,22.541565,0
138,61.750122,-5.708314,-3,70,23.249878,0
135,56.041809,-5.708314,-3,65,23.958191,0
132,50.333496,-5.708314,-3,60,24.666504,0
129,44.625183,-5.708314,-3,55,25.374817,0
0,62.791451,5.708314,-3,50,2.208549,1
69,68.499763,5.708314,-3,55,1.500237,1
66,74.208076,5.708314,-3,60,0.791924,1
63,79.916389,5.708314,-3,65,0.083611,1
60,85.624702,5.708314,-3,70,-0.624702,1
57,91.333015,5.708314,-3,75,-1.333015,1
54,97.041328,5.708314,-3,80,-2.041328,1
51,102.749641,5.708314,-3,85,-2.749641,1
48,108.457954,5.708314,-3,90,-3.457954,1
45,114.166267,5.708314,-3,95,-4.166267,1
42,119.87458,5.708314,-3,100,-4.87458,1
39,125.582893,5.708314,-3,105,-5.582893,1
36,131.291214,5.708314,-3,110,-6.291214,1
33,136.999527,5.708314,-3,115,-6.999527,1
30,142.70784,5.708314,-3,120,-7.70784,1
27,148.416153,5.708314,-3,125,-8.416153,1
24,154.124466,5.708314,-3,130,-9.124466,1
21,159.832779,5.708314,-3,135,-9.832779,1
18,165.541092,5.708314,-3,140,-10.541092,1
15,171.249405,5.708314,-3,145,-11.249405,1
12,176.957718,5.708314,-3,150,-11.957718,1
272.084381,27.58646,0.449655,-5.983127,90,77.413544,2
248.151886,29.385075,0.449655,-5.983127,90,75.614929,0
242.168762,29.834728,0.449655,-5.983127,85,70.165268,0
236.185638,30.284382,0.449655,-5.983127,80,64.715622,0
230.202515,30.734035,0.449655,-5.983127,75,59.265965,0
224.219391,31.183689,0.449655,-5.983127,70,53.816311,0
218.236267,31.633343,0.449655,-5.983127,65,48.366657,0
212.253143,32.082996,0.449655,-5.983127,60,42.917004,0
206.27002,32.53265,0.449655,-5.983127,55,37.46735,0
200.286896,32.982304,0.449655,-5.983127,50,32.017696,0
188.320648,33.881611,0.449655,-5.983127,45,26.118389,2
182.337524,34.331264,0.449655,-5.983127,45,25.668736,2
152.421906,36.579533,0.449655,-5.983127,45,23.420467,2
80.62442,41.975376,0.449655,-5.983127,45,18.024624,2
32.759407,45.572605,0.449655,-5.983127,45,14.427395,2
26.776279,46.022259,0.449655,-5.983127,45,13.977741,0
20.793152,46.471912,0.449655,-5.983127,40,8.528088,0
14.810024,46.921566,0.449655,-5.983127,35,3.078434,0
233.794373,152.546814,1.922092,-5.683798,30,-107.546814,1
228.11058,154.468903,1.922092,-5.683798,35,-104.468903,1
222.426788,156.390991,1.922092,-5.683798,40,-101.390991,1
216.742996,158.31308,1.922092,-5.683798,45,-98.31308,1
211.059204,160.235168,1.922092,-5.683798,50,-95.235168,1
205.375412,162.157257,1.922092,-5.683798,55,-92.157257,1
199.69162,164.079346,1.922092,-5.683798,60,-89.079346,1
194.007828,166.001434,1.922092,-5.683798,65,-86.001434,1
188.324036,167.923523,1.922092,-5.683798,70,-82.923523,1
182.640244,169.845612,1.922092,-5.683798,75,-79.845612,1
176.956451,171.7677,1.922092,-5.683798,80,-76.7677,1
171.272659,173.689789,1.922092,-5.683798,85,-73.689789,1
165.588867,175.611877,1.922092,-5.683798,90,-70.611877,1
159.905075,177.533966,1.922092,-5.683798,95,-67.533966,2
57.596718,172.779114,-1.922092,-5.683798,95,-62.779114,1
51.912918,170.857025,-1.922092,-5.683798,100,-55.857025,1
46.229118,168.934937,-1.922092,-5.683798,105,-48.934937,1
40.545319,167.012848,-1.922092,-5.683798,110,-42.012848,1
34.861519,165.090759,-1.922092,-5.683798,115,-35.090759,1
29.177721,163.168671,-1.922092,-5.683798,120,-28.168671,1
23.493923,161.246582,-1.922092,-5.683798,125,-21.246582,1
17.810125,159.324493,-1.922092,-5.683798,130,-14.324493,1
12.126328,157.402405,-1.922092,-5.683798,135,-7.402405,1
255.144394,104.407021,2.982547,-5.20619,70,-19.407021,1
249.938202,107.389565,2.982547,-5.20619,75,-17.389565,1
244.73201,110.372108,2.982547,-5.20619,80,-15.372108,1
239.525818,113.354652,2.982547,-5.20619,85,-13.354652,1
234.319626,116.337196,2.982547,-5.20619,90,-11.337196,1
229.113434,119.31974,2.982547,-5.20619,95,-9.31974,1
223.907242,122.302284,2.982547,-5.20619,100,-7.302284,1
218.70105,125.284828,2.982547,-5.20619,105,-5.284828,1
213.494858,128.26738,2.982547,-5.20619,110,-3.26738,1
208.288666,131.249924,2.982547,-5.20619,115,-1.249924,1
203.082474,134.232468,2.982547,-5.20619,120,0.767532,1
156.226746,161.075363,2.982547,-5.20619,125,-21.075363,2
88.546249,186.034912,-2.982547,-5.20619,125,-46.034912,0
83.340057,183.052368,-2.982547,-5.20619,120,-48.052368,0
78.133865,180.069824,-2.982547,-5.20619,115,-50.069824,0
67.721481,174.104736,-2.982547,-5.20619,110,-49.104736,2
26.071949,150.244385,-2.982547,-5.20619,110,-25.244385,1
20.865759,147.261841,-2.982547,-5.20619,115,-17.261841,1
15.659569,144.279297,-2.982547,-5.20619,120,-9.279297,1
10.453379,141.296753,-2.982547,-5.20619,125,-1.296753,1
287.161224,47.032539,3.396262,-4.946252,80,47.967461,1
282.214966,50.428802,3.396262,-4.946252,85,49.571198,1
277.268707,53.825066,3.396262,-4.946252,90,51.174934,1
272.322449,57.221329,3.396262,-4.946252,95,52.778671,1
267.37619,60.617592,3.396262,-4.946252,100,54.382408,1
262.429932,64.013855,3.396262,-4.946252,105,55.986145,1
257.483673,67.410118,3.396262,-4.946252,110,57.589882,1
252.537415,70.806381,3.396262,-4.946252,115,59.193619,1
247.591156,74.202644,3.396262,-4.946252,120,60.797356,1
242.644897,77.598907,3.396262,-4.946252,125,62.401093,1
237.698639,80.995171,3.396262,-4.946252,130,64.004829,1
25.009682,158.037445,-3.396262,-4.946252,135,-8.037445,2
10.170927,147.848679,-3.396262,-4.946252,135,2.151321,0
296.007355,103.700768,0.296729,-5.992658,80,-8.700768,1
290.014709,103.997498,0.296729,-5.992658,85,-3.997498,1
284.022064,104.294228,0.296729,-5.992658,90,0.705772,1
278.029419,104.590958,0.296729,-5.992658,95,5.409042,1
272.036774,104.887688,0.296729,-5.992658,100,10.112312,1
266.044128,105.184418,0.296729,-5.992658,105,14.815582,1
260.051483,105.481148,0.296729,-5.992658,110,19.518852,1
254.058823,105.777878,0.296729,-5.992658,115,24.222122,1
158.176254,110.525558,0.296729,-5.992658,120,24.474442,0
152.183594,110.822289,0.296729,-5.992658,115,19.177711,0
146.190933,111.119019,0.296729,-5.992658,110,13.880981,0
116.227631,112.602669,0.296729,-5.992658,105,7.397331,2
104.24231,113.196129,0.296729,-5.992658,105,6.803871,2
292.270691,188.37532,3.512159,-4.864642,65,-108.37532,2
263.082764,177.951355,-3.512159,-4.864642,65,-97.951355,2
248.488831,167.414871,-3.512159,-4.864642,65,-87.414871,2
209.571716,139.317581,-3.512159,-4.864642,65,-59.317581,2
185.24852,121.756775,-3.512159,-4.864642,65,-41.756775,0
180.383881,118.244614,-3.512159,-4.864642,60,-43.244614,0
175.519241,114.732452,-3.512159,-4.864642,55,-44.732452,0
170.654602,111.220291,-3.512159,-4.864642,50,-46.220291,0
165.789963,107.70813,-3.512159,-4.864642,45,-47.70813,0
156.060684,100.683807,-3.512159,-4.864642,40,-45.683807,2
97.685013,58.53788,-3.512159,-4.864642,40,-3.53788,2
83.091095,48.001408,-3.512159,-4.864642,40,6.998592,0
78.226456,44.48925,-3.512159,-4.864642,35,5.51075,0
73.361816,40.977093,-3.512159,-4.864642,30,4.022907,0
68.497177,37.464935,-3.512159,-4.864642,25,2.535065,0
63.632534,33.952778,-3.512159,-4.864642,20,1.047222,0
58.767891,30.440619,-3.512159,-4.864642,15,-0.440619,0
53.903248,26.928459,-3.512159,-4.864642,10,-1.928459,0
49.038605,23.4163,-3.512159,-4.864642,5,-3.4163,0
02.000000,152.142883,4.023144,-4.451327,60,-77.142883,2
288.646027,164.212326,4.023144,-4.451327,60,-89.212326,2
275.292053,176.281769,4.023144,-4.451327,60,-101.281769,2
270.840729,180.304916,4.023144,-4.451327,60,-105.304916,2
261.93808,188.351212,4.023144,-4.451327,60,-113.351212,2
235.230133,171.884262,-4.023144,-4.451327,60,-96.884262,2
208.522186,147.745377,-4.023144,-4.451327,60,-72.745377,2
190.716888,131.652786,-4.023144,-4.451327,60,-56.652786,1
186.265564,127.629639,-4.023144,-4.451327,65,-47.629639,1
181.81424,123.606491,-4.023144,-4.451327,70,-38.606491,1
177.362915,119.583344,-4.023144,-4.451327,75,-29.583344,1
172.911591,115.560196,-4.023144,-4.451327,80,-20.560196,1
168.460266,111.537048,-4.023144,-4.451327,85,-11.537048,1
137.300995,83.375015,-4.023144,-4.451327,90,21.624985,2
123.947021,71.305573,-4.023144,-4.451327,90,33.694427,0
119.495697,67.282425,-4.023144,-4.451327,85,32.717575,0
115.044373,63.259281,-4.023144,-4.451327,80,31.740719,0
110.593048,59.236137,-4.023144,-4.451327,75,30.763863,0
106.141724,55.212994,-4.023144,-4.451327,70,29.787006,0
101.690399,51.18985,-4.023144,-4.451327,65,28.81015,0
97.239075,47.166706,-4.023144,-4.451327,60,27.833294,0
92.78775,43.143562,-4.023144,-4.451327,55,26.856438,0
88.336426,39.120419,-4.023144,-4.451327,50,25.879581,0
83.885101,35.097275,-4.023144,-4.451327,45,24.902725,0
79.433777,31.074131,-4.023144,-4.451327,40,23.925869,0
61.628475,14.981556,-4.023144,-4.451327,35,35.018444,2
52.725819,6.935268,-4.023144,-4.451327,35,43.064732,2
34.920506,8.046288,4.023144,-4.451327,35,41.953712,0
30.469179,12.069433,4.023144,-4.451327,30,32.930565,0
26.017853,16.092577,4.023144,-4.451327,25,23.907423,0
21.566526,20.115721,4.023144,-4.451327,20,14.884279,0
12.663874,28.162008,4.023144,-4.451327,15,1.837992,1
291.863647,91.038055,3.21147,-5.068181,25,-51.038055,2
266.522766,107.095413,3.21147,-5.068181,25,-67.095413,1
261.45459,110.306885,3.21147,-5.068181,30,-65.306885,1
256.386414,113.518356,3.21147,-5.068181,35,-63.518356,1
251.318237,116.729828,3.21147,-5.068181,40,-61.729828,1
246.250061,119.941299,3.21147,-5.068181,45,-59.941299,1
241.181885,123.152771,3.21147,-5.068181,50,-58.152771,1
236.113708,126.364243,3.21147,-5.068181,55,-56.364243,1
231.045532,129.575714,3.21147,-5.068181,60,-54.575714,1
225.977356,132.787186,3.21147,-5.068181,65,-52.787186,1
220.90918,135.998657,3.21147,-5.068181,70,-50.998657,1
200.636475,148.844543,3.21147,-5.068181,75,-58.844543,2
185.431946,158.478958,3.21147,-5.068181,75,-68.478958,2
175.295593,164.901901,3.21147,-5.068181,75,-74.901901,2
165.159241,171.324844,3.21147,-5.068181,75,-81.324844,2
134.750183,190.593674,3.21147,-5.068181,75,-100.593674,1
129.682007,192,-3.21147,-5.068181,80,-97,1
124.613823,188.788528,-3.21147,-5.068181,85,-88.788528,1
119.545639,185.577057,-3.21147,-5.068181,90,-80.577057,1
99.272903,172.731171,-3.21147,-5.068181,95,-62.731171,2
23.250179,124.559097,-3.21147,-5.068181,95,-14.559097,1
18.181999,121.347626,-3.21147,-5.068181,100,-6.347626,1
13.113818,118.136154,-3.21147,-5.068181,105,1.863846,1
302,119.863266,4.191194,-4.293472,65,-39.863266,2
0.891541,178.539963,4.191194,-4.293472,65,-98.539963,2
237.598068,182.731155,4.191194,-4.293472,65,-102.731155,2
203.25029,171.044037,-4.191194,-4.293472,65,-91.044037,1
198.956818,166.852844,-4.191194,-4.293472,70,-81.852844,1
194.663345,162.661652,-4.191194,-4.293472,75,-72.661652,1
190.369873,158.470459,-4.191194,-4.293472,80,-63.470459,1
186.076401,154.279266,-4.191194,-4.293472,85,-54.279266,1
181.782928,150.088074,-4.191194,-4.293472,90,-45.088074,1
168.902512,137.514496,-4.191194,-4.293472,95,-27.514496,2
160.315567,129.132111,-4.191194,-4.293472,95,-19.132111,2
130.261261,99.793762,-4.191194,-4.293472,95,10.206238,0
125.967789,95.60257,-4.191194,-4.293472,90,9.39743,0
121.674316,91.411377,-4.191194,-4.293472,85,8.588623,0
117.380844,87.220184,-4.191194,-4.293472,80,7.779816,0
113.087372,83.028992,-4.191194,-4.293472,75,6.971008,0
108.7939,78.837799,-4.191194,-4.293472,70,6.162201,0
104.500427,74.646606,-4.191194,-4.293472,65,5.353394,0
100.206955,70.455414,-4.191194,-4.293472,60,4.544586,0
74.446121,45.308258,-4.191194,-4.293472,55,24.691742,2
57.272232,28.543488,-4.191194,-4.293472,55,41.456512,0
52.97876,24.352295,-4.191194,-4.293472,50,40.647705,0
48.685287,20.161102,-4.191194,-4.293472,45,39.838898,0
44.391815,15.969909,-4.191194,-4.293472,40,39.03009,0
40.098343,11.778715,-4.191194,-4.293472,35,38.221283,0
35.804871,7.587522,-4.191194,-4.293472,30,37.412479,0
22.924454,4.191194,4.191194,-4.293472,25,35.808807,2
18.630981,8.382387,4.191194,-4.293472,25,31.617613,0
14.337509,12.573581,4.191194,-4.293472,20,22.426418,0
10.044037,16.764774,4.191194,-4.293472,15,13.235226,0
288.5065,30.859093,3.971088,-4.497828,50,34.140907,2
243.528168,70.569977,3.971088,-4.497828,50,-5.569977,2
234.532501,78.512146,3.971088,-4.497828,50,-13.512146,2
225.536835,86.454315,3.971088,-4.497828,50,-21.454315,2
198.549835,110.280823,3.971088,-4.497828,50,-45.280823,2
162.567169,142.0495,3.971088,-4.497828,50,-77.0495,2
149.073669,153.962753,3.971088,-4.497828,50,-88.962753,1
144.575836,157.933838,3.971088,-4.497828,55,-87.933838,1
140.078003,161.904922,3.971088,-4.497828,60,-86.904922,1
135.58017,165.876007,3.971088,-4.497828,65,-85.876007,1
131.082336,169.847092,3.971088,-4.497828,70,-84.847092,1
126.584511,173.818176,3.971088,-4.497828,75,-83.818176,1
122.086685,177.789261,3.971088,-4.497828,80,-82.789261,1
117.58886,181.760345,3.971088,-4.497828,85,-81.760345,1
113.091034,185.73143,3.971088,-4.497828,90,-80.73143,1
90.601906,180.086746,-3.971088,-4.497828,95,-70.086746,2
27.632345,124.491562,-3.971088,-4.497828,95,-14.491562,0
23.134518,120.520477,-3.971088,-4.497828,90,-15.520477,0
18.63669,116.549393,-3.971088,-4.497828,85,-16.549393,0
272.01358,119.96064,-0.180745,-5.997277,75,-29.96064,0
266.016296,119.779892,-0.180745,-5.997277,70,-34.779892,0
260.019012,119.599144,-0.180745,-5.997277,65,-39.599144,0
254.021729,119.418396,-0.180745,-5.997277,60,-44.418396,0
248.024445,119.237648,-0.180745,-5.997277,55,-49.237648,0
218.038025,118.333908,-0.180745,-5.997277,50,-53.333908,1
212.040741,118.15316,-0.180745,-5.997277,55,-48.15316,1
206.043457,117.972412,-0.180745,-5.997277,60,-42.972412,1
200.046173,117.791664,-0.180745,-5.997277,65,-37.791664,1
194.048889,117.610916,-0.180745,-5.997277,70,-32.610916,1
188.051605,117.430168,-0.180745,-5.997277,75,-27.430168,1
182.054321,117.24942,-0.180745,-5.997277,80,-22.24942,1
176.057037,117.068672,-0.180745,-5.997277,85,-17.068672,1
170.059753,116.887924,-0.180745,-5.997277,90,-11.887924,1
164.062469,116.707176,-0.180745,-5.997277,95,-6.707176,1
158.065186,116.526428,-0.180745,-5.997277,100,-1.526428,1
152.067902,116.34568,-0.180745,-5.997277,105,3.65432,1
116.084213,115.261192,-0.180745,-5.997277,110,9.738808,0
110.086937,115.080444,-0.180745,-5.997277,105,4.919556,0
104.089661,114.899696,-0.180745,-5.997277,100,0.100304,0
98.092384,114.718948,-0.180745,-5.997277,95,-4.718948,0
92.095108,114.5382,-0.180745,-5.997277,90,-9.5382,0
62.108727,113.63446,-0.180745,-5.997277,85,-13.63446,1
56.11145,113.453712,-0.180745,-5.997277,90,-8.453712,1
50.114174,113.272964,-0.180745,-5.997277,95,-3.272964,1
44.116898,113.092216,-0.180745,-5.997277,100,1.907784,1
26.125069,112.549973,-0.180745,-5.997277,105,7.450027,0
20.127792,112.369225,-0.180745,-5.997277,100,2.630775,0
272.023346,77.522041,-0.236538,-5.995336,105,42.477959,2
194.084045,74.447098,-0.236538,-5.995336,105,45.552902,0
188.088715,74.210564,-0.236538,-5.995336,100,40.789436,0
182.093384,73.97403,-0.236538,-5.995336,95,36.02597,0
176.098053,73.737495,-0.236538,-5.995336,90,31.262505,0
170.102722,73.500961,-0.236538,-5.995336,85,26.499039,0
116.14473,71.372154,-0.236538,-5.995336,80,23.627846,0
110.149391,71.13562,-0.236538,-5.995336,75,18.86438,0
104.154053,70.899086,-0.236538,-5.995336,70,14.100914,0
98.158714,70.662552,-0.236538,-5.995336,65,9.337448,0
92.163376,70.426018,-0.236538,-5.995336,60,4.573982,0
86.168037,70.189484,-0.236538,-5.995336,55,-0.189484,0
80.172699,69.95295,-0.236538,-5.995336,50,-4.95295,0
74.177361,69.716415,-0.236538,-5.995336,45,-9.716415,1
68.182022,69.479881,-0.236538,-5.995336,50,-4.479881,1
62.186687,69.243347,-0.236538,-5.995336,55,0.756653,1
56.191353,69.006813,-0.236538,-5.995336,60,5.993187,1
50.196018,68.770279,-0.236538,-5.995336,65,11.229721,1
44.200684,68.533745,-0.236538,-5.995336,70,16.466255,1
38.205349,68.297211,-0.236538,-5.995336,75,21.702789,1
26.21468,67.824142,-0.236538,-5.995336,80,27.175858,0
20.219345,67.587608,-0.236538,-5.995336,75,22.412392,0
14.22401,67.351074,-0.236538,-5.995336,70,17.648926,0
302,162.480713,-0.485077,-5.98036,55,-92.480713,2
248.176849,158.115021,-0.485077,-5.98036,55,-88.115021,2
194.353592,153.749329,-0.485077,-5.98036,55,-83.749329,2
188.37323,153.264252,-0.485077,-5.98036,55,-83.264252,1
182.392868,152.779175,-0.485077,-5.98036,60,-77.779175,1
176.412506,152.294098,-0.485077,-5.98036,65,-72.294098,1
