ballX,ballY,vx,vy,paddleY,deltaY,action
142.136566,18.632011,-5.253577,-3,10,6.367989,2
124.136566,10.507154,5.253577,-3,10,14.492846,2
115.136566,26.267887,5.253577,-3,10,-1.267887,1
112.136566,31.521465,5.253577,-3,15,-1.521465,1
109.136566,36.775043,5.253577,-3,20,-1.775043,1
106.136566,42.028622,5.253577,-3,25,-2.028622,1
103.136566,47.2822,5.253577,-3,30,-2.2822,1
100.136566,52.535778,5.253577,-3,35,-2.535778,1
97.136566,57.789356,5.253577,-3,40,-2.789356,1
94.136566,63.042934,5.253577,-3,45,-3.042934,1
91.136566,68.296509,5.253577,-3,50,-3.296509,1
88.136566,73.550087,5.253577,-3,55,-3.550087,1
85.136566,78.803665,5.253577,-3,60,-3.803665,1
82.136566,84.057243,5.253577,-3,65,-4.057243,1
79.136566,89.310822,5.253577,-3,70,-4.310822,1
76.136566,94.5644,5.253577,-3,75,-4.5644,1
73.136566,99.817978,5.253577,-3,80,-4.817978,1
70.136566,105.071556,5.253577,-3,85,-5.071556,1
67.136566,110.325134,5.253577,-3,90,-5.325134,1
64.136566,115.578712,5.253577,-3,95,-5.578712,1
61.136566,120.832291,5.253577,-3,100,-5.832291,1
58.136566,126.085869,5.253577,-3,105,-6.085869,1
55.136566,131.339447,5.253577,-3,110,-6.339447,1
52.136566,136.593018,5.253577,-3,115,-6.593018,1
49.136566,141.846588,5.253577,-3,120,-6.846588,1
46.136566,147.100159,5.253577,-3,125,-7.100159,1
43.136566,152.353729,5.253577,-3,130,-7.353729,1
40.136566,157.6073,5.253577,-3,135,-7.6073,1
19.136566,192,-5.253577,-3,140,-37,2
212.009949,38.400448,0.088918,-5.999341,125,101.599548,2
200.011261,38.578281,0.088918,-5.999341,125,101.421722,2
176.013885,38.933949,0.088918,-5.999341,125,101.066055,0
170.014542,39.022865,0.088918,-5.999341,120,95.977135,0
164.015198,39.111782,0.088918,-5.999341,115,90.888214,0
158.015854,39.200699,0.088918,-5.999341,110,85.799301,0
152.01651,39.289616,0.088918,-5.999341,105,80.710388,0
146.017166,39.378532,0.088918,-5.999341,100,75.621468,0
140.017822,39.467449,0.088918,-5.999341,95,70.532547,0
134.018478,39.556366,0.088918,-5.999341,90,65.443634,0
128.019135,39.645283,0.088918,-5.999341,85,60.354717,0
122.019791,39.7342,0.088918,-5.999341,80,55.2658,0
116.020447,39.823116,0.088918,-5.999341,75,50.176884,0
110.021103,39.912033,0.088918,-5.999341,70,45.087967,0
104.021759,40.00095,0.088918,-5.999341,65,39.99905,0
98.022415,40.089867,0.088918,-5.999341,60,34.910133,0
92.023071,40.178783,0.088918,-5.999341,55,29.821217,0
86.023727,40.2677,0.088918,-5.999341,50,24.7323,0
80.024384,40.356617,0.088918,-5.999341,45,19.643383,0
74.02504,40.445534,0.088918,-5.999341,40,14.554466,0
68.025696,40.534451,0.088918,-5.999341,35,9.465549,0
277.365295,72.369095,3.424208,-4.926946,60,2.630905,2
203.461182,123.732239,3.424208,-4.926946,60,-48.732239,1
198.534241,127.156448,3.424208,-4.926946,65,-47.156448,1
193.6073,130.580658,3.424208,-4.926946,70,-45.580658,1
188.680359,134.004868,3.424208,-4.926946,75,-44.004868,1
114.776222,185.368011,3.424208,-4.926946,80,-90.368011,2
70.433685,168.030533,-3.424208,-4.926946,80,-73.030533,2
45.798958,150.909485,-3.424208,-4.926946,80,-55.909485,1
40.872013,147.485275,-3.424208,-4.926946,85,-47.485275,1
35.945068,144.061066,-3.424208,-4.926946,90,-39.061066,1
31.018122,140.636856,-3.424208,-4.926946,95,-30.636856,1
26.091175,137.212646,-3.424208,-4.926946,100,-22.212646,1
21.164228,133.788437,-3.424208,-4.926946,105,-13.788437,1
16.237282,130.364227,-3.424208,-4.926946,110,-5.364227,1
11.310335,126.940018,-3.424208,-4.926946,115,3.059982,1
264.910767,163.701874,-4.71635,-3.708914,105,-43.701874,2
261.201843,158.985519,-4.71635,-3.708914,105,-38.985519,1
257.49292,154.269165,-4.71635,-3.708914,110,-29.269165,1
253.784012,149.552811,-4.71635,-3.708914,115,-19.552811,1
250.075104,144.836456,-4.71635,-3.708914,120,-9.836456,1
242.657288,135.403748,-4.71635,-3.708914,125,4.596252,2
224.112747,111.822006,-4.71635,-3.708914,125,28.177994,2
212.986023,97.672966,-4.71635,-3.708914,125,42.327034,0
209.277115,92.956619,-4.71635,-3.708914,120,42.043381,0
205.568207,88.240273,-4.71635,-3.708914,115,41.759727,0
201.859299,83.523926,-4.71635,-3.708914,110,41.476074,0
198.150391,78.807579,-4.71635,-3.708914,105,41.192421,0
194.441483,74.091232,-4.71635,-3.708914,100,40.908768,0
190.732574,69.374886,-4.71635,-3.708914,95,40.625114,0
187.023666,64.658539,-4.71635,-3.708914,90,40.341461,0
183.314758,59.942188,-4.71635,-3.708914,85,40.057812,0
179.60585,55.225838,-4.71635,-3.708914,80,39.774162,0
175.896942,50.509487,-4.71635,-3.708914,75,39.490513,0
172.188034,45.793137,-4.71635,-3.708914,70,39.206863,0
168.479126,41.076786,-4.71635,-3.708914,65,38.923214,0
149.934586,17.495033,-4.71635,-3.708914,60,57.504967,2
135.098953,0,4.71635,-3.708914,60,75,0
131.390045,4.71635,4.71635,-3.708914,55,65.283653,0
127.681129,9.432699,4.71635,-3.708914,50,55.567299,0
123.972214,14.149049,4.71635,-3.708914,45,45.850952,0
105.427635,37.730801,4.71635,-3.708914,40,17.269199,1
101.718719,42.447151,4.71635,-3.708914,45,17.552849,1
98.009804,47.163502,4.71635,-3.708914,50,17.836498,1
94.300888,51.879852,4.71635,-3.708914,55,18.120148,1
90.591972,56.596203,4.71635,-3.708914,60,18.403797,1
86.883057,61.312553,4.71635,-3.708914,65,18.687447,1
83.174141,66.0289,4.71635,-3.708914,70,18.9711,1
79.465225,70.745247,4.71635,-3.708914,75,19.254753,1
75.75631,75.461594,4.71635,-3.708914,80,19.538406,1
72.047394,80.17794,4.71635,-3.708914,85,19.82206,1
68.338478,84.894287,4.71635,-3.708914,90,20.105713,1
64.629562,89.610634,4.71635,-3.708914,95,20.389366,1
60.920647,94.326981,4.71635,-3.708914,100,20.673019,1
57.211731,99.043327,4.71635,-3.708914,105,20.956673,1
53.502815,103.759674,4.71635,-3.708914,110,21.240326,1
49.7939,108.476021,4.71635,-3.708914,115,21.523979,1
46.084984,113.192368,4.71635,-3.708914,120,21.807632,1
42.376068,117.908714,4.71635,-3.708914,125,22.091286,1
38.667152,122.625061,4.71635,-3.708914,130,22.374939,1
34.958237,127.341408,4.71635,-3.708914,135,22.658592,1
31.249323,132.057755,4.71635,-3.708914,140,22.942245,1
27.540409,136.774109,4.71635,-3.708914,145,23.225891,1
23.831495,141.490463,4.71635,-3.708914,150,23.509537,1
20.122581,146.206818,4.71635,-3.708914,155,23.793182,1
12.704754,155.639526,4.71635,-3.708914,160,19.360474,0
279.793884,156.910599,4.034306,-4.441214,55,-86.910599,2
275.352661,160.944901,4.034306,-4.441214,55,-90.944901,1
270.911438,164.979202,4.034306,-4.441214,60,-89.979202,1
266.470215,169.013504,4.034306,-4.441214,65,-89.013504,1
262.028992,173.047806,4.034306,-4.441214,70,-88.047806,1
257.587769,177.082108,4.034306,-4.441214,75,-87.082108,1
253.146561,181.116409,4.034306,-4.441214,80,-86.116409,1
248.705353,185.150711,4.034306,-4.441214,85,-85.150711,1
244.264145,189.185013,4.034306,-4.441214,90,-84.185013,1
239.822937,192,-4.034306,-4.441214,95,-82,1
235.381729,187.965698,-4.034306,-4.441214,100,-72.965698,1
230.940521,183.931396,-4.034306,-4.441214,105,-63.931396,1
226.499313,179.897095,-4.034306,-4.441214,110,-54.897095,1
222.058105,175.862793,-4.034306,-4.441214,115,-45.862793,1
217.616898,171.828491,-4.034306,-4.441214,120,-36.828491,1
204.293274,159.725586,-4.034306,-4.441214,125,-19.725586,0
199.852066,155.691284,-4.034306,-4.441214,120,-20.691284,0
195.410858,151.656982,-4.034306,-4.441214,115,-21.656982,0
190.96965,147.622681,-4.034306,-4.441214,110,-22.622681,0
186.528442,143.588379,-4.034306,-4.441214,105,-23.588379,0
182.087234,139.554077,-4.034306,-4.441214,100,-24.554077,0
177.646027,135.519775,-4.034306,-4.441214,95,-25.519775,0
173.204819,131.485474,-4.034306,-4.441214,90,-26.485474,0
168.763611,127.451172,-4.034306,-4.441214,85,-27.451172,0
164.322403,123.41687,-4.034306,-4.441214,80,-28.41687,0
159.881195,119.382568,-4.034306,-4.441214,75,-29.382568,0
155.439987,115.348267,-4.034306,-4.441214,70,-30.348267,0
150.998779,111.313965,-4.034306,-4.441214,65,-31.313965,0
146.557571,107.279663,-4.034306,-4.441214,60,-32.279663,0
142.116364,103.245361,-4.034306,-4.441214,55,-33.245361,0
137.675156,99.21106,-4.034306,-4.441214,50,-34.21106,0
133.233948,95.176758,-4.034306,-4.441214,45,-35.176758,0
128.79274,91.142456,-4.034306,-4.441214,40,-36.142456,0
124.351524,87.108154,-4.034306,-4.441214,35,-37.108154,0
119.910309,83.073853,-4.034306,-4.441214,30,-38.073853,0
115.469093,79.039551,-4.034306,-4.441214,25,-39.039551,0
111.027878,75.005249,-4.034306,-4.441214,20,-40.005249,0
106.586662,70.970947,-4.034306,-4.441214,15,-40.970947,0
102.145447,66.936646,-4.034306,-4.441214,10,-41.936646,0
97.704231,62.90234,-4.034306,-4.441214,5,-42.90234,0
13.321146,12.102917,4.034306,-4.441214,0,2.897083,1
265.621277,43.182129,2.998612,-5.196953,45,16.817871,1
260.424316,46.18074,2.998612,-5.196953,50,18.81926,1
255.227356,49.179352,2.998612,-5.196953,55,20.820648,1
250.030396,52.177963,2.998612,-5.196953,60,22.822037,1
244.833435,55.176575,2.998612,-5.196953,65,24.823425,1
239.636475,58.175186,2.998612,-5.196953,70,26.824814,1
234.439514,61.173798,2.998612,-5.196953,75,28.826202,1
229.242554,64.172409,2.998612,-5.196953,80,30.827591,1
224.045593,67.171021,2.998612,-5.196953,85,32.828979,1
218.848633,70.169632,2.998612,-5.196953,90,34.830368,1
213.651672,73.168243,2.998612,-5.196953,95,36.831757,1
208.454712,76.166855,2.998612,-5.196953,100,38.833145,1
203.257751,79.165466,2.998612,-5.196953,105,40.834534,1
198.060791,82.164078,2.998612,-5.196953,110,42.835922,1
192.863831,85.162689,2.998612,-5.196953,115,44.837311,1
187.66687,88.161301,2.998612,-5.196953,120,46.838699,1
182.46991,91.159912,2.998612,-5.196953,125,48.840088,1
177.272949,94.158524,2.998612,-5.196953,130,50.841476,1
172.075989,97.157135,2.998612,-5.196953,135,52.842865,1
166.879028,100.155746,2.998612,-5.196953,140,54.844254,1
161.682068,103.154358,2.998612,-5.196953,145,56.845642,1
156.485107,106.152969,2.998612,-5.196953,150,58.847031,1
151.288147,109.151581,2.998612,-5.196953,155,60.848419,1
146.091187,112.150192,2.998612,-5.196953,160,62.849808,1
78.530777,151.132141,2.998612,-5.196953,165,28.867859,2
52.546013,166.125198,2.998612,-5.196953,165,13.874802,2
302,69.548851,2.957066,-5.220705,50,-4.548851,0
296.779297,72.50592,2.957066,-5.220705,45,-12.50592,0
234.130859,107.990753,2.957066,-5.220705,40,-52.990753,1
228.910156,110.947823,2.957066,-5.220705,45,-50.947823,1
223.689453,113.904892,2.957066,-5.220705,50,-48.904892,1
218.46875,116.861961,2.957066,-5.220705,55,-46.861961,1
213.248047,119.819031,2.957066,-5.220705,60,-44.819031,1
208.027344,122.7761,2.957066,-5.220705,65,-42.7761,1
202.806641,125.73317,2.957066,-5.220705,70,-40.73317,1
197.585938,128.690231,2.957066,-5.220705,75,-38.690231,1
192.365234,131.647293,2.957066,-5.220705,80,-36.647293,1
187.144531,134.604355,2.957066,-5.220705,85,-34.604355,1
181.923828,137.561417,2.957066,-5.220705,90,-32.561417,1
176.703125,140.518478,2.957066,-5.220705,95,-30.518478,1
171.482422,143.47554,2.957066,-5.220705,100,-28.47554,1
166.261719,146.432602,2.957066,-5.220705,105,-26.432602,1
161.041016,149.389664,2.957066,-5.220705,110,-24.389664,1
155.820312,152.346725,2.957066,-5.220705,115,-22.346725,1
140.158203,161.217911,2.957066,-5.220705,120,-26.217911,1
134.9375,164.174973,2.957066,-5.220705,125,-24.174973,1
129.716797,167.132034,2.957066,-5.220705,130,-22.132034,1
124.496094,170.089096,2.957066,-5.220705,135,-20.089096,1
119.275391,173.046158,2.957066,-5.220705,140,-18.046158,1
114.054688,176.00322,2.957066,-5.220705,145,-16.00322,1
108.833984,178.960281,2.957066,-5.220705,150,-13.960281,1
103.613281,181.917343,2.957066,-5.220705,155,-11.917343,1
98.392578,184.874405,2.957066,-5.220705,160,-9.874405,1
93.171875,187.831467,2.957066,-5.220705,165,-7.831467,1
77.509766,189.042938,-2.957066,-5.220705,170,-4.042938,2
61.847656,180.171753,-2.957066,-5.220705,170,4.828247,2
35.744141,165.386444,-2.957066,-5.220705,170,19.613556,0
30.523436,162.429382,-2.957066,-5.220705,165,17.570618,0
25.302731,159.472321,-2.957066,-5.220705,160,15.527679,0
20.082026,156.515259,-2.957066,-5.220705,155,13.484741,0
14.86132,153.558197,-2.957066,-5.220705,150,11.441803,0
286.235901,59.772705,2.896227,-5.254699,115,70.227295,2
165.377808,126.385887,2.896227,-5.254699,115,3.614113,2
149.613708,135.07457,2.896227,-5.254699,115,-5.07457,1
144.359009,137.970795,2.896227,-5.254699,120,-2.970795,1
139.104309,140.86702,2.896227,-5.254699,125,-0.86702,1
133.849609,143.763245,2.896227,-5.254699,130,1.236755,1
128.59491,146.65947,2.896227,-5.254699,135,3.34053,1
123.34021,149.555695,2.896227,-5.254699,140,5.444305,1
118.08551,152.45192,2.896227,-5.254699,145,7.54808,1
81.302612,172.725494,2.896227,-5.254699,150,-7.725494,2
55.029114,187.206619,2.896227,-5.254699,150,-22.206619,1
49.774414,190.102844,2.896227,-5.254699,155,-20.102844,1
44.519714,192,-2.896227,-5.254699,160,-17,1
296.015808,12.011164,0.435446,-5.984178,95,97.988838,2
224.205597,17.236513,0.435446,-5.984178,95,92.763489,2
212.237244,18.107405,0.435446,-5.984178,95,91.892593,0
206.253067,18.54285,0.435446,-5.984178,90,86.457153,0
200.26889,18.978296,0.435446,-5.984178,85,81.021706,0
194.284714,19.413742,0.435446,-5.984178,80,75.586258,0
188.300537,19.849188,0.435446,-5.984178,75,70.15081,0
182.31636,20.284634,0.435446,-5.984178,70,64.715363,0
176.332184,20.720079,0.435446,-5.984178,65,59.279922,0
170.348007,21.155525,0.435446,-5.984178,60,53.844475,0
164.363831,21.590971,0.435446,-5.984178,55,48.409027,0
158.379654,22.026417,0.435446,-5.984178,50,42.973583,0
152.395477,22.461863,0.435446,-5.984178,45,37.538139,0
146.411301,22.897308,0.435446,-5.984178,40,32.102692,0
140.427124,23.332754,0.435446,-5.984178,35,26.667246,0
134.442947,23.7682,0.435446,-5.984178,30,21.2318,0
122.474594,24.639091,0.435446,-5.984178,25,15.360909,2
74.601181,28.122658,0.435446,-5.984178,25,11.877342,2
26.727766,31.606224,0.435446,-5.984178,25,8.393776,1
20.743587,32.041668,0.435446,-5.984178,30,12.958332,1
14.759409,32.477112,0.435446,-5.984178,35,17.522888,1
262.883484,136.118912,5.309742,-2.794037,65,-56.118912,2
257.29541,146.738388,5.309742,-2.794037,65,-66.738388,2
220.149078,170.761047,-5.309742,-3,65,-90.761047,2
205.149078,144.212357,-5.309742,-3,65,-64.212357,2
196.149078,128.283142,-5.309742,-3,65,-48.283142,1
193.149078,122.973404,-5.309742,-3,70,-37.973404,1
190.149078,117.663666,-5.309742,-3,75,-27.663666,1
187.149078,112.353928,-5.309742,-3,80,-17.353928,1
184.149078,107.044189,-5.309742,-3,85,-7.044189,1
145.149078,38.017574,-5.309742,-3,90,66.982422,0
142.149078,32.707832,-5.309742,-3,85,67.292168,0
139.149078,27.39809,-5.309742,-3,80,67.601913,0
136.149078,22.088348,-5.309742,-3,75,67.911652,0
133.149078,16.778606,-5.309742,-3,70,68.22139,0
130.149078,11.468864,-5.309742,-3,65,68.531136,0
127.149078,6.159122,-5.309742,-3,60,68.840881,0
124.149078,0.84938,-5.309742,-3,55,69.15062,0
112.149078,15.929226,5.309742,-3,50,49.070774,2
103.149078,31.858452,5.309742,-3,50,33.141548,2
97.149078,42.477936,5.309742,-3,50,22.522064,1
94.149078,47.787678,5.309742,-3,55,22.212322,1
91.149078,53.09742,5.309742,-3,60,21.90258,1
88.149078,58.407162,5.309742,-3,65,21.592838,1
85.149078,63.716904,5.309742,-3,70,21.283096,1
82.149078,69.026642,5.309742,-3,75,20.973358,1
79.149078,74.33638,5.309742,-3,80,20.66362,1
76.149078,79.646118,5.309742,-3,85,20.353882,1
73.149078,84.955856,5.309742,-3,90,20.044144,1
70.149078,90.265594,5.309742,-3,95,19.734406,1
67.149078,95.575333,5.309742,-3,100,19.424667,1
64.149078,100.885071,5.309742,-3,105,19.114929,1
61.149078,106.194809,5.309742,-3,110,18.805191,1
58.149078,111.504547,5.309742,-3,115,18.495453,1
55.149078,116.814285,5.309742,-3,120,18.185715,1
52.149078,122.124023,5.309742,-3,125,17.875977,1
49.149078,127.433762,5.309742,-3,130,17.566238,1
46.149078,132.7435,5.309742,-3,135,17.2565,1
43.149078,138.053238,5.309742,-3,140,16.946762,1
40.149078,143.362976,5.309742,-3,145,16.637024,1
37.149078,148.672714,5.309742,-3,150,16.327286,1
34.149078,153.982452,5.309742,-3,155,16.017548,1
31.149078,159.292191,5.309742,-3,160,15.707809,1
28.149078,164.601929,5.309742,-3,165,15.398071,1
25.149078,169.911667,5.309742,-3,170,15.088333,2
295.370605,179.425858,5.001287,-3.314683,25,-139.425858,1
292.055908,184.427139,5.001287,-3.314683,30,-139.427139,1
288.741211,189.428421,5.001287,-3.314683,35,-139.428421,1
285.426514,192,-5.001287,-3.314683,40,-137,1
282.111816,186.998718,-5.001287,-3.314683,45,-126.998718,1
278.797119,181.997437,-5.001287,-3.314683,50,-116.997437,1
275.482422,176.996155,-5.001287,-3.314683,55,-106.996155,1
272.167725,171.994873,-5.001287,-3.314683,60,-96.994873,1
268.853027,166.993591,-5.001287,-3.314683,65,-86.993591,1
265.53833,161.99231,-5.001287,-3.314683,70,-76.99231,1
262.223633,156.991028,-5.001287,-3.314683,75,-66.991028,1
258.908936,151.989746,-5.001287,-3.314683,80,-56.989746,1
255.594254,146.988464,-5.001287,-3.314683,85,-46.988464,1
252.279572,141.987183,-5.001287,-3.314683,90,-36.987183,2
19.132751,91.974304,-5.001287,-3.314683,90,13.025696,0
215.818069,86.973015,-5.001287,-3.314683,85,13.026985,0
212.503387,81.971725,-5.001287,-3.314683,80,13.028275,0
209.188705,76.970436,-5.001287,-3.314683,75,13.029564,0
205.874023,71.969147,-5.001287,-3.314683,70,13.030853,0
202.559341,66.967857,-5.001287,-3.314683,65,13.032143,0
199.244659,61.966568,-5.001287,-3.314683,60,13.033432,0
195.929977,56.965279,-5.001287,-3.314683,55,13.034721,0
192.615295,51.963989,-5.001287,-3.314683,50,13.036011,0
189.300613,46.9627,-5.001287,-3.314683,45,13.0373,0
185.985931,41.961411,-5.001287,-3.314683,40,13.038589,0
182.671249,36.960121,-5.001287,-3.314683,35,13.039879,0
179.356567,31.958834,-5.001287,-3.314683,30,13.041166,0
176.041885,26.957546,-5.001287,-3.314683,25,13.042454,0
172.727203,21.956259,-5.001287,-3.314683,20,13.043741,0
169.412521,16.954971,-5.001287,-3.314683,15,13.045029,0
166.097839,11.953684,-5.001287,-3.314683,10,13.046316,0
162.783157,6.952396,-5.001287,-3.314683,5,13.047604,0
149.524429,10.002575,5.001287,-3.314683,0,4.997425,2
132.951019,35.00901,5.001287,-3.314683,0,-20.00901,1
129.636337,40.0103,5.001287,-3.314683,5,-20.0103,1
126.321655,45.011589,5.001287,-3.314683,10,-20.011589,1
123.006973,50.012878,5.001287,-3.314683,15,-20.012878,1
119.692291,55.014168,5.001287,-3.314683,20,-20.014168,1
116.377609,60.015457,5.001287,-3.314683,25,-20.015457,1
113.062927,65.016747,5.001287,-3.314683,30,-20.016747,1
109.748245,70.018036,5.001287,-3.314683,35,-20.018036,1
106.433563,75.019325,5.001287,-3.314683,40,-20.019325,1
103.118881,80.020615,5.001287,-3.314683,45,-20.020615,1
99.804199,85.021904,5.001287,-3.314683,50,-20.021904,1
96.489517,90.023193,5.001287,-3.314683,55,-20.023193,1
93.174835,95.024483,5.001287,-3.314683,60,-20.024483,1
89.860153,100.025772,5.001287,-3.314683,65,-20.025772,1
86.545471,105.027061,5.001287,-3.314683,70,-20.027061,1
83.230789,110.028351,5.001287,-3.314683,75,-20.028351,1
79.916107,115.02964,5.001287,-3.314683,80,-20.02964,1
76.601425,120.03093,5.001287,-3.314683,85,-20.03093,1
73.286743,125.032219,5.001287,-3.314683,90,-20.032219,1
69.972061,130.033508,5.001287,-3.314683,95,-20.033508,1
66.657379,135.03479,5.001287,-3.314683,100,-20.03479,1
63.342697,140.036072,5.001287,-3.314683,105,-20.036072,1
60.028015,145.037354,5.001287,-3.314683,110,-20.037354,1
56.713333,150.038635,5.001287,-3.314683,115,-20.038635,1
53.398651,155.039917,5.001287,-3.314683,120,-20.039917,1
50.083969,160.041199,5.001287,-3.314683,125,-20.041199,1
46.769287,165.04248,5.001287,-3.314683,130,-20.04248,1
43.454605,170.043762,5.001287,-3.314683,135,-20.043762,1
40.139923,175.045044,5.001287,-3.314683,140,-20.045044,1
36.825241,180.046326,5.001287,-3.314683,145,-20.046326,1
33.510559,185.047607,5.001287,-3.314683,150,-20.047607,1
30.195877,190.048889,5.001287,-3.314683,155,-20.048889,1
26.881195,192,-5.001287,-3.314683,160,-17,1
23.566513,186.998718,-5.001287,-3.314683,165,-6.998718,1
6.9931,161.99231,-5.001287,-3.314683,170,23.00769,0
3.678417,156.991028,-5.001287,-3.314683,165,23.008972,0
0.363734,151.989746,-5.001287,-3.314683,160,23.010254,0
302,125.032219,4.629956,-3.816216,155,44.967781,1
298.183777,129.66217,4.629956,-3.816216,160,45.33783,1
294.367554,134.29213,4.629956,-3.816216,165,45.70787,2
267.653992,166.701843,4.629956,-3.816216,165,13.298157,2
260.021545,175.961761,4.629956,-3.816216,165,4.038239,2
252.389099,185.22168,4.629956,-3.816216,165,-5.22168,2
210.410645,150.330368,-4.629956,-3.816216,165,29.669632,0
206.594421,145.700409,-4.629956,-3.816216,160,29.299591,0
202.778198,141.07045,-4.629956,-3.816216,155,28.92955,0
198.961975,136.440491,-4.629956,-3.816216,150,28.559509,0
195.145752,131.810532,-4.629956,-3.816216,145,28.189468,0
191.329529,127.180573,-4.629956,-3.816216,140,27.819427,0
187.513306,122.550613,-4.629956,-3.816216,135,27.449387,0
183.697083,117.920654,-4.629956,-3.816216,130,27.079346,0
179.880859,113.290695,-4.629956,-3.816216,125,26.709305,0
176.064636,108.660736,-4.629956,-3.816216,120,26.339264,0
172.248413,104.030777,-4.629956,-3.816216,115,25.969223,0
168.43219,99.400818,-4.629956,-3.816216,110,25.599182,0
164.615967,94.770859,-4.629956,-3.816216,105,25.229141,0
160.799744,90.1409,-4.629956,-3.816216,100,24.8591,0
156.983521,85.510941,-4.629956,-3.816216,95,24.489059,0
153.167297,80.880981,-4.629956,-3.816216,90,24.119019,0
149.351074,76.251022,-4.629956,-3.816216,85,23.748978,0
145.534851,71.621063,-4.629956,-3.816216,80,23.378937,0
141.718628,66.991104,-4.629956,-3.816216,75,23.008896,0
137.902405,62.361149,-4.629956,-3.816216,70,22.638851,0
134.086182,57.731194,-4.629956,-3.816216,65,22.268806,0
130.269958,53.101238,-4.629956,-3.816216,60,21.898762,0
126.453743,48.471283,-4.629956,-3.816216,55,21.528717,0
122.637527,43.841328,-4.629956,-3.816216,50,21.158672,0
118.821312,39.211372,-4.629956,-3.816216,45,20.788628,0
115.005096,34.581417,-4.629956,-3.816216,40,20.418583,0
111.188881,29.951462,-4.629956,-3.816216,35,20.048538,0
107.372665,25.321507,-4.629956,-3.816216,30,19.678493,0
103.55645,20.691551,-4.629956,-3.816216,25,19.308449,0
99.740234,16.061596,-4.629956,-3.816216,20,18.938404,0
95.924019,11.431641,-4.629956,-3.816216,15,18.568359,0
92.107803,6.801685,-4.629956,-3.816216,10,18.198315,0
76.842941,9.259912,4.629956,-3.816216,5,10.740088,2
46.313217,46.299557,4.629956,-3.816216,5,-26.299557,1
42.497002,50.929512,4.629956,-3.816216,10,-25.929512,1
38.680786,55.559467,4.629956,-3.816216,15,-25.559467,1
34.864571,60.189423,4.629956,-3.816216,20,-25.189423,1
31.048355,64.819382,4.629956,-3.816216,25,-24.819382,1
27.23214,69.449341,4.629956,-3.816216,30,-24.449341,1
23.415924,74.0793,4.629956,-3.816216,35,-24.0793,1
19.599709,78.709259,4.629956,-3.816216,40,-23.709259,1
15.783492,83.339218,4.629956,-3.816216,45,-23.339218,1
11.967276,87.969177,4.629956,-3.816216,50,-22.969177,1
8.151059,92.599136,4.629956,-3.816216,55,-22.599136,1
4.334843,97.229095,4.629956,-3.816216,60,-22.229095,1
0.518626,101.859055,4.629956,-3.816216,65,-21.859055,1
302,108.660736,-0.35498,-5.98949,100,6.339264,0
296.010498,108.305756,-0.35498,-5.98949,95,1.694244,0
290.020996,107.950775,-0.35498,-5.98949,90,-2.950775,0
284.031494,107.595795,-0.35498,-5.98949,85,-7.595795,0
278.041992,107.240814,-0.35498,-5.98949,80,-12.240814,0
272.05249,106.885834,-0.35498,-5.98949,75,-16.885834,2
236.11554,104.755951,-0.35498,-5.98949,75,-14.755951,2
224.136566,104.04599,-0.35498,-5.98949,75,-14.04599,2
200.178619,102.626068,-0.35498,-5.98949,75,-12.626068,1
194.189133,102.271088,-0.35498,-5.98949,80,-7.271088,1
188.199646,101.916107,-0.35498,-5.98949,85,-1.916107,1
182.210159,101.561127,-0.35498,-5.98949,90,3.438873,1
176.220673,101.206146,-0.35498,-5.98949,95,8.793854,1
170.231186,100.851166,-0.35498,-5.98949,100,14.148834,1
164.241699,100.496185,-0.35498,-5.98949,105,19.503815,1
158.252213,100.141205,-0.35498,-5.98949,110,24.858795,1
152.262726,99.786224,-0.35498,-5.98949,115,30.213776,1
146.273239,99.431244,-0.35498,-5.98949,120,35.568756,1
140.283752,99.076263,-0.35498,-5.98949,125,40.923737,1
134.294266,98.721283,-0.35498,-5.98949,130,46.278717,1
80.388885,95.526459,-0.35498,-5.98949,135,54.473541,0
74.399399,95.171478,-0.35498,-5.98949,130,49.828522,0
68.409912,94.816498,-0.35498,-5.98949,125,45.183502,0
62.420422,94.461517,-0.35498,-5.98949,120,40.538483,0
56.430931,94.106537,-0.35498,-5.98949,115,35.893463,0
50.441441,93.751556,-0.35498,-5.98949,110,31.248444,0
44.45195,93.396576,-0.35498,-5.98949,105,26.603424,0
38.46246,93.041595,-0.35498,-5.98949,100,21.958405,0
32.472969,92.686615,-0.35498,-5.98949,95,17.313385,0
26.483479,92.331635,-0.35498,-5.98949,90,12.668365,0
20.493988,91.976654,-0.35498,-5.98949,85,8.023346,0
14.504498,91.621674,-0.35498,-5.98949,80,3.378326,0
284.214691,124.98172,0.923907,-5.92844,115,5.01828,2
272.357819,126.829529,0.923907,-5.92844,115,3.170471,0
266.429382,127.753433,0.923907,-5.92844,110,-2.753433,0
260.500946,128.677338,0.923907,-5.92844,105,-8.677338,0
254.57251,129.601242,0.923907,-5.92844,100,-14.601242,0
248.644073,130.525146,0.923907,-5.92844,95,-20.525146,0
242.715637,131.449051,0.923907,-5.92844,90,-26.449051,0
236.787201,132.372955,0.923907,-5.92844,85,-32.372955,0
230.858765,133.29686,0.923907,-5.92844,80,-38.29686,0
201.216583,137.916382,0.923907,-5.92844,75,-47.916382,1
195.288147,138.840286,0.923907,-5.92844,80,-43.840286,1
189.359711,139.764191,0.923907,-5.92844,85,-39.764191,1
