ballX,ballY,vy,vx,paddleY,distance,deltaY,action
0.4850253699163918,0.5,0.8333333333333333,0.5,0.49704142011834324,0.46698673843204364,0.5168918918918919,2
0.5116021025145503,0.5416666666666666,0.8333333333333333,0.5,0.49704142011834324,0.4442943930282028,0.4898648648648649,2
0.551467201411788,0.6041666666666666,0.8333333333333333,0.5,0.49704142011834324,0.41384092940745976,0.44932432432432434,2
0.5647555677108672,0.625,0.8333333333333333,0.5,0.49704142011834324,0.40479129107361805,0.43581081081081086,2
0.617909032907184,0.7083333333333333,0.8333333333333333,0.5,0.49704142011834324,0.37514797661089616,0.3817567567567568,2
0.6710624981035009,0.7916666666666666,0.8333333333333333,0.5,0.49704142011834324,0.3578221195293279,0.32770270270270274,1
0.6843508644025802,0.8125,0.8333333333333333,0.5,0.5207100591715976,0.34766805792979255,0.32770270270270274,1
0.6976392307016595,0.8333333333333333,0.8333333333333333,0.5,0.5443786982248521,0.3376909946095328,0.32770270270270274,1
0.7109275970007387,0.8541666666666666,0.8333333333333333,0.5,0.5680473372781064,0.3279070774265537,0.32770270270270274,1
0.7242159632998179,0.875,0.8333333333333333,0.5,0.5917159763313609,0.3183341057190859,0.32770270270270274,1
0.7375043295988971,0.8958333333333333,0.8333333333333333,0.5,0.6153846153846153,0.30899167482070905,0.32770270270270274,1
0.7507926958979764,0.9166666666666666,0.8333333333333333,0.5,0.6390532544378698,0.2999013178012257,0.32770270270270274,1
0.7640810621970556,0.9375,0.8333333333333333,0.5,0.6627218934911242,0.2910866371204951,0.32770270270270274,1
0.7773694284961348,0.9583333333333333,0.8333333333333333,0.5,0.6863905325443787,0.2825734161470723,0.32770270270270274,1
0.790657794795214,0.9791666666666666,0.8333333333333333,0.5,0.7100591715976331,0.2743896972308392,0.32770270270270274,1
0.8039461610942933,1.0,0.16666666666666669,0.5,0.7337278106508875,0.2665658093362585,0.32770270270270274,1
0.8570996262906102,0.9166666666666666,0.16666666666666669,0.5,0.757396449704142,0.18490993338913345,0.3952702702702703,2
0.8969647251878479,0.8541666666666666,0.16666666666666669,0.5,0.757396449704142,0.13172508347391979,0.43581081081081086,2
0.963406556683244,0.75,0.16666666666666669,0.5,0.757396449704142,0.048104714805085984,0.5033783783783784,2
0.014742186658213065,0.6944979010416665,0.22264991666666667,0.054700250000000006,0.757396449704142,0.9174580225231568,0.5393797398648649,2
0.051597653303746,0.6078259947916667,0.22264991666666667,0.054700250000000006,0.757396449704142,0.8828274758444126,0.5955993547297298,2
0.10319530660749199,0.48648532291666663,0.22264991666666667,0.054700250000000006,0.757396449704142,0.840108573204915,0.6743068175675676,2
0.11056640325869019,0.46915094270833335,0.22264991666666667,0.054700250000000006,0.757396449704142,0.8346081528348269,0.6855507398648649,2
0.1695349970753303,0.3304758854166666,0.22264991666666667,0.054700250000000006,0.757396449704142,0.7966203333553199,0.7755021283783784,2
0.18427708407079618,0.29580712499999995,0.22264991666666667,0.054700250000000006,0.757396449704142,0.7889040126799771,0.797989972972973,2
0.2727295960773168,0.08779454166666667,0.22264991666666667,0.054700250000000006,0.757396449704142,0.7591593494423369,0.9329170540540541,2
0.2874716797506911,0.053125781250000004,0.22264991666666667,0.054700250000000006,0.757396449704142,0.7571052785902511,0.9554048986486487,2
0.302213766746157,0.018457015625,0.22264991666666667,0.054700250000000006,0.757396449704142,0.7559078721130443,0.9778927466216216,2
0.33906898091273013,0.05200314583333333,0.7773500833333333,0.054700250000000006,0.757396449704142,0.7149988385886096,0.9561330945945947,2
0.3464400244104631,0.06933752604166667,0.7773500833333333,0.054700250000000006,0.757396449704142,0.7033805494929511,0.9448891722972974,2
0.36855315158157037,0.12134067187499999,0.7773500833333333,0.054700250000000006,0.757396449704142,0.6687760334994446,0.911157402027027,2
0.39803732225041066,0.19067819791666665,0.7773500833333333,0.054700250000000006,0.757396449704142,0.6233070572686523,0.8661817094594595,2
0.44226357991471676,0.2946844895833333,0.7773500833333333,0.054700250000000006,0.757396449704142,0.5569200898493802,0.798718168918919,2
0.44963462341244964,0.31201886979166665,0.7773500833333333,0.054700250000000006,0.757396449704142,0.5461149308832414,0.7874742466216216,2
0.464376707085824,0.34668763541666664,0.7773500833333333,0.054700250000000006,0.757396449704142,0.5247683650374427,0.7649863986486487,2
